province,date_report,cases,cumulative_cases
Manitoba,06/02/2020,0,0
Manitoba,07/02/2020,0,0
Manitoba,08/02/2020,0,0
Manitoba,09/02/2020,0,0
Manitoba,10/02/2020,0,0
Manitoba,11/02/2020,0,0
Manitoba,12/02/2020,0,0
Manitoba,13/02/2020,0,0
Manitoba,14/02/2020,0,0
Manitoba,15/02/2020,0,0
Manitoba,16/02/2020,0,0
Manitoba,17/02/2020,0,0
Manitoba,18/02/2020,0,0
Manitoba,19/02/2020,0,0
Manitoba,20/02/2020,0,0
Manitoba,21/02/2020,0,0
Manitoba,22/02/2020,0,0
Manitoba,23/02/2020,0,0
Manitoba,24/02/2020,0,0
Manitoba,25/02/2020,0,0
Manitoba,26/02/2020,0,0
Manitoba,27/02/2020,0,0
Manitoba,28/02/2020,0,0
Manitoba,29/02/2020,0,0
Manitoba,01/03/2020,0,0
Manitoba,02/03/2020,0,0
Manitoba,03/03/2020,0,0
Manitoba,04/03/2020,0,0
Manitoba,05/03/2020,0,0
Manitoba,06/03/2020,0,0
Manitoba,07/03/2020,0,0
Manitoba,08/03/2020,0,0
Manitoba,09/03/2020,0,0
Manitoba,10/03/2020,0,0
Manitoba,11/03/2020,0,0
Manitoba,12/03/2020,0,0
Manitoba,13/03/2020,0,0
Manitoba,14/03/2020,2,2
Manitoba,15/03/2020,1,3
Manitoba,16/03/2020,0,3
Manitoba,17/03/2020,3,6
Manitoba,18/03/2020,1,7
Manitoba,19/03/2020,7,14
Manitoba,20/03/2020,1,15
Manitoba,21/03/2020,1,16
Manitoba,22/03/2020,0,16
Manitoba,23/03/2020,1,17
Manitoba,24/03/2020,3,20
Manitoba,25/03/2020,1,21
Manitoba,26/03/2020,6,27
Manitoba,27/03/2020,9,36
Manitoba,28/03/2020,27,63
Manitoba,29/03/2020,10,73
Manitoba,30/03/2020,23,96
Manitoba,31/03/2020,9,105
Manitoba,01/04/2020,27,132
Manitoba,02/04/2020,33,165
Manitoba,03/04/2020,16,181
Manitoba,04/04/2020,10,191
Manitoba,05/04/2020,11,202
Manitoba,06/04/2020,1,203
Manitoba,07/04/2020,13,216
Manitoba,08/04/2020,3,219
Manitoba,09/04/2020,2,221
Manitoba,10/04/2020,6,227
Manitoba,11/04/2020,12,239
Manitoba,12/04/2020,0,239
Manitoba,13/04/2020,2,241
Manitoba,14/04/2020,0,241
Manitoba,15/04/2020,3,244
Manitoba,16/04/2020,4,248
Manitoba,17/04/2020,1,249
Manitoba,18/04/2020,5,254
Manitoba,19/04/2020,2,256
Manitoba,20/04/2020,1,257
Manitoba,21/04/2020,1,258
Manitoba,22/04/2020,0,258
Manitoba,23/04/2020,3,261
Manitoba,24/04/2020,2,263
Manitoba,25/04/2020,3,266
Manitoba,26/04/2020,4,270
Manitoba,27/04/2020,1,271
Manitoba,28/04/2020,2,273
Manitoba,29/04/2020,0,273
Manitoba,30/04/2020,1,274
Manitoba,01/05/2020,4,278
Manitoba,02/05/2020,1,279
Manitoba,03/05/2020,1,280
Manitoba,04/05/2020,0,280
Manitoba,05/05/2020,1,281
Manitoba,06/05/2020,2,283
Manitoba,07/05/2020,0,283
Manitoba,08/05/2020,1,284
Manitoba,09/05/2020,1,285
Manitoba,10/05/2020,2,287
Manitoba,11/05/2020,2,289
Manitoba,12/05/2020,0,289
Manitoba,13/05/2020,0,289
Manitoba,14/05/2020,0,289
Manitoba,15/05/2020,0,289
Manitoba,16/05/2020,0,289
Manitoba,17/05/2020,0,289
Manitoba,18/05/2020,1,290
Manitoba,19/05/2020,0,290
Manitoba,20/05/2020,0,290
Manitoba,21/05/2020,0,290
Manitoba,22/05/2020,2,292
Manitoba,23/05/2020,0,292
Manitoba,24/05/2020,0,292
Manitoba,25/05/2020,0,292
Manitoba,26/05/2020,0,292
Manitoba,27/05/2020,2,294
Manitoba,28/05/2020,0,294
Manitoba,29/05/2020,0,294
Manitoba,30/05/2020,0,294
Manitoba,31/05/2020,1,295
Manitoba,01/06/2020,0,295
Manitoba,02/06/2020,3,298
Manitoba,03/06/2020,0,298
Manitoba,04/06/2020,2,300
Manitoba,05/06/2020,0,300
Manitoba,06/06/2020,0,300
Manitoba,07/06/2020,0,300
Manitoba,08/06/2020,0,300
Manitoba,09/06/2020,0,300
Manitoba,10/06/2020,0,300
Manitoba,11/06/2020,0,300
Manitoba,12/06/2020,1,301
Manitoba,13/06/2020,2,303
Manitoba,14/06/2020,1,304
Manitoba,15/06/2020,0,304
Manitoba,16/06/2020,0,304
Manitoba,17/06/2020,2,306
Manitoba,18/06/2020,2,308
Manitoba,19/06/2020,1,309
Manitoba,20/06/2020,4,313
Manitoba,21/06/2020,0,313
Manitoba,22/06/2020,1,314
Manitoba,23/06/2020,1,315
Manitoba,24/06/2020,0,315
Manitoba,25/06/2020,1,316
Manitoba,26/06/2020,2,318
Manitoba,27/06/2020,4,322
Manitoba,28/06/2020,0,322
Manitoba,29/06/2020,2,324
Manitoba,30/06/2020,1,325
Manitoba,01/07/2020,0,325
Manitoba,02/07/2020,0,325
Manitoba,03/07/2020,0,325
Manitoba,04/07/2020,0,325
Manitoba,05/07/2020,0,325
Manitoba,06/07/2020,0,325
Manitoba,07/07/2020,0,325
Manitoba,08/07/2020,0,325
Manitoba,09/07/2020,0,325
Manitoba,10/07/2020,0,325
Manitoba,11/07/2020,0,325
Manitoba,12/07/2020,0,325
Manitoba,13/07/2020,0,325
Manitoba,14/07/2020,5,330
Manitoba,15/07/2020,0,330
Manitoba,16/07/2020,1,331
Manitoba,17/07/2020,5,336
Manitoba,18/07/2020,1,337
Manitoba,19/07/2020,5,342
Manitoba,20/07/2020,13,355
Manitoba,21/07/2020,12,367
Manitoba,22/07/2020,7,374
Manitoba,23/07/2020,6,380
Manitoba,24/07/2020,5,385
Manitoba,25/07/2020,6,391
Manitoba,26/07/2020,5,396
Manitoba,27/07/2020,5,401
Manitoba,28/07/2020,3,404
Manitoba,29/07/2020,3,407
Manitoba,30/07/2020,3,410
Manitoba,31/07/2020,6,416
Manitoba,01/08/2020,6,422
Manitoba,02/08/2020,14,436
Manitoba,03/08/2020,5,441
Manitoba,04/08/2020,2,443
Manitoba,05/08/2020,3,446
Manitoba,06/08/2020,29,475
Manitoba,07/08/2020,17,492
Manitoba,08/08/2020,16,508
Manitoba,09/08/2020,35,543
Manitoba,10/08/2020,17,560
Manitoba,11/08/2020,3,563
Manitoba,12/08/2020,15,578
Manitoba,13/08/2020,25,603
Manitoba,14/08/2020,38,641
Manitoba,15/08/2020,19,660
Manitoba,16/08/2020,36,696
Manitoba,17/08/2020,40,736
Manitoba,18/08/2020,13,749
Manitoba,19/08/2020,15,764
Manitoba,20/08/2020,33,797
Manitoba,21/08/2020,35,832
Manitoba,22/08/2020,42,874
Manitoba,23/08/2020,98,972
Manitoba,24/08/2020,28,1000
Manitoba,25/08/2020,28,1028
Manitoba,26/08/2020,26,1054
Manitoba,27/08/2020,33,1087
Manitoba,28/08/2020,27,1114
Manitoba,29/08/2020,47,1161
Manitoba,30/08/2020,36,1197
Manitoba,31/08/2020,25,1222
Manitoba,01/09/2020,18,1240
Manitoba,02/09/2020,7,1247
Manitoba,03/09/2020,20,1267
Manitoba,04/09/2020,9,1276
Manitoba,05/09/2020,33,1309
Manitoba,06/09/2020,16,1325
Manitoba,07/09/2020,16,1341
Manitoba,08/09/2020,10,1351
Manitoba,09/09/2020,16,1367
Manitoba,10/09/2020,14,1381
Manitoba,11/09/2020,15,1396
Manitoba,12/09/2020,17,1413
Manitoba,13/09/2020,20,1433
Manitoba,14/09/2020,19,1452
Manitoba,15/09/2020,17,1469
Manitoba,16/09/2020,23,1492
Manitoba,17/09/2020,11,1503
Manitoba,18/09/2020,40,1543
Manitoba,19/09/2020,17,1560
Manitoba,20/09/2020,29,1589
Manitoba,21/09/2020,22,1611
Manitoba,22/09/2020,24,1635
Manitoba,23/09/2020,42,1677
Manitoba,24/09/2020,40,1717
Manitoba,25/09/2020,58,1775
Manitoba,26/09/2020,66,1841
Manitoba,27/09/2020,42,1883
Manitoba,28/09/2020,44,1927
Manitoba,29/09/2020,35,1962
Manitoba,30/09/2020,38,2000
Manitoba,01/10/2020,33,2033
Manitoba,02/10/2020,40,2073
Manitoba,03/10/2020,45,2118
Manitoba,04/10/2020,44,2162
Manitoba,05/10/2020,28,2190
Manitoba,06/10/2020,56,2246
Manitoba,07/10/2020,45,2291
Manitoba,08/10/2020,58,2349
Manitoba,09/10/2020,97,2446
Manitoba,10/10/2020,86,2532
Manitoba,11/10/2020,130,2662
Manitoba,12/10/2020,90,2752
Manitoba,13/10/2020,67,2819
Manitoba,14/10/2020,127,2946
Manitoba,15/10/2020,160,3106
Manitoba,16/10/2020,76,3182
Manitoba,17/10/2020,106,3288
Manitoba,18/10/2020,35,3323
Manitoba,19/10/2020,68,3391
Manitoba,20/10/2020,136,3527
Manitoba,21/10/2020,168,3695
Manitoba,22/10/2020,160,3855
Manitoba,23/10/2020,178,4033
Manitoba,24/10/2020,164,4197
Manitoba,25/10/2020,164,4361
Manitoba,26/10/2020,126,4487
Manitoba,27/10/2020,200,4687
Manitoba,28/10/2020,174,4861
Manitoba,29/10/2020,289,5150
Manitoba,30/10/2020,373,5523
Manitoba,31/10/2020,231,5754
Manitoba,01/11/2020,402,6156
Manitoba,02/11/2020,141,6297
Manitoba,03/11/2020,197,6494
Manitoba,04/11/2020,285,6779
Manitoba,05/11/2020,449,7228
Manitoba,06/11/2020,227,7455
Manitoba,07/11/2020,314,7769
Manitoba,08/11/2020,450,8219
Manitoba,09/11/2020,343,8562
Manitoba,10/11/2020,344,8906
Manitoba,11/11/2020,508,9414
Manitoba,12/11/2020,434,9848
Manitoba,13/11/2020,409,10257
Manitoba,14/11/2020,369,10626
Manitoba,15/11/2020,443,11069
Manitoba,16/11/2020,350,11419
Manitoba,17/11/2020,306,11725
Manitoba,18/11/2020,417,12142
Manitoba,19/11/2020,442,12584
Manitoba,20/11/2020,431,13015
Manitoba,21/11/2020,352,13367
Manitoba,22/11/2020,247,13614
Manitoba,23/11/2020,593,14207
Manitoba,24/11/2020,432,14639
Manitoba,25/11/2020,340,14979
Manitoba,26/11/2020,381,15360
Manitoba,27/11/2020,320,15680
Manitoba,28/11/2020,492,16172
Manitoba,29/11/2020,341,16513
Manitoba,30/11/2020,353,16866
Manitoba,01/12/2020,256,17122
Manitoba,02/12/2020,292,17414
Manitoba,03/12/2020,369,17783
Manitoba,04/12/2020,322,18105
Manitoba,05/12/2020,402,18507
Manitoba,06/12/2020,368,18875
Manitoba,07/12/2020,272,19147
Manitoba,08/12/2020,260,19407
Manitoba,09/12/2020,257,19664
Manitoba,10/12/2020,309,19973
Manitoba,11/12/2020,449,20422
Manitoba,12/12/2020,373,20795
Manitoba,13/12/2020,246,21041
Manitoba,14/12/2020,244,21285
Manitoba,15/12/2020,260,21545
Manitoba,16/12/2020,285,21830
Manitoba,17/12/2020,224,22054
Manitoba,18/12/2020,348,22402
Manitoba,19/12/2020,240,22642
Manitoba,20/12/2020,223,22865
Manitoba,21/12/2020,168,23033
Manitoba,22/12/2020,153,23186
Manitoba,23/12/2020,202,23388
Manitoba,24/12/2020,241,23629
Manitoba,25/12/2020,176,23805
Manitoba,26/12/2020,198,24003
Manitoba,27/12/2020,146,24149
Manitoba,28/12/2020,116,24265
Manitoba,29/12/2020,124,24389
Manitoba,30/12/2020,125,24514
Manitoba,31/12/2020,185,24699
Manitoba,01/01/2021,154,24853
Manitoba,02/01/2021,180,25033
Manitoba,03/01/2021,94,25127
Manitoba,04/01/2021,122,25249
Manitoba,05/01/2021,131,25380
Manitoba,06/01/2021,185,25565
Manitoba,07/01/2021,179,25744
Manitoba,08/01/2021,226,25970
Manitoba,09/01/2021,200,26170
Manitoba,10/01/2021,140,26310
Manitoba,11/01/2021,135,26445
Manitoba,12/01/2021,103,26548
Manitoba,13/01/2021,149,26697
Manitoba,14/01/2021,257,26954
Manitoba,15/01/2021,189,27143
Manitoba,16/01/2021,179,27322
Manitoba,17/01/2021,183,27505
Manitoba,18/01/2021,121,27626
Manitoba,19/01/2021,113,27739
Manitoba,20/01/2021,161,27900
Manitoba,21/01/2021,216,28116
Manitoba,22/01/2021,183,28299
Manitoba,23/01/2021,212,28511
Manitoba,24/01/2021,224,28735
Manitoba,25/01/2021,131,28866
Manitoba,26/01/2021,64,28930
Manitoba,27/01/2021,88,29018
Manitoba,28/01/2021,133,29151
Manitoba,29/01/2021,167,29318
Manitoba,30/01/2021,161,29479
Manitoba,31/01/2021,104,29583
Manitoba,01/02/2021,89,29672
Manitoba,02/02/2021,100,29772
Manitoba,03/02/2021,113,29885
Manitoba,04/02/2021,96,29981
Manitoba,05/02/2021,101,30082
Manitoba,06/02/2021,86,30168
Manitoba,07/02/2021,78,30246
Manitoba,08/02/2021,50,30296
Manitoba,09/02/2021,73,30369
Manitoba,10/02/2021,52,30421
Manitoba,11/02/2021,86,30507
Manitoba,12/02/2021,83,30590
Manitoba,13/02/2021,97,30687
Manitoba,14/02/2021,79,30766
Manitoba,15/02/2021,78,30844
Manitoba,16/02/2021,115,30959
Manitoba,17/02/2021,78,31037
Manitoba,18/02/2021,110,31147
Manitoba,19/02/2021,93,31240
Manitoba,20/02/2021,91,31331
Manitoba,21/02/2021,54,31385
Manitoba,22/02/2021,104,31489
Manitoba,23/02/2021,61,31550
Manitoba,24/02/2021,39,31589
Manitoba,25/02/2021,66,31655
Manitoba,26/02/2021,69,31724
Manitoba,27/02/2021,79,31803
Manitoba,28/02/2021,52,31855
Manitoba,01/03/2021,38,31893
Manitoba,02/03/2021,52,31945
Manitoba,03/03/2021,52,31997
Manitoba,04/03/2021,49,32046
Manitoba,05/03/2021,54,32100
Manitoba,06/03/2021,66,32166
Manitoba,07/03/2021,59,32225
Manitoba,08/03/2021,65,32290
Manitoba,09/03/2021,67,32357
Manitoba,10/03/2021,75,32432
Manitoba,11/03/2021,87,32519
Manitoba,12/03/2021,101,32620
Manitoba,13/03/2021,88,32708
Manitoba,14/03/2021,39,32747
Manitoba,15/03/2021,60,32807
Manitoba,16/03/2021,121,32928
Manitoba,17/03/2021,93,33021
Manitoba,18/03/2021,70,33091
Manitoba,19/03/2021,95,33186
Manitoba,20/03/2021,85,33271
Manitoba,21/03/2021,89,33360
Manitoba,22/03/2021,70,33430
Manitoba,23/03/2021,101,33531
Manitoba,24/03/2021,69,33600
Manitoba,25/03/2021,117,33717
Manitoba,26/03/2021,103,33820
Manitoba,27/03/2021,51,33871
Manitoba,28/03/2021,59,33930
Manitoba,29/03/2021,58,33988
Manitoba,30/03/2021,64,34052
Manitoba,31/03/2021,74,34126
Manitoba,01/04/2021,58,34184
Manitoba,02/04/2021,108,34292
Manitoba,03/04/2021,67,34359
Manitoba,04/04/2021,68,34427
Manitoba,05/04/2021,67,34494
Manitoba,06/04/2021,64,34558
Manitoba,07/04/2021,128,34686
Manitoba,08/04/2021,120,34806
Manitoba,09/04/2021,180,34986
Manitoba,10/04/2021,122,35108
Manitoba,11/04/2021,115,35223
Manitoba,12/04/2021,129,35352
Manitoba,13/04/2021,109,35461
Manitoba,14/04/2021,93,35554
Manitoba,15/04/2021,150,35704
Manitoba,16/04/2021,108,35812
Manitoba,17/04/2021,178,35990
Manitoba,18/04/2021,169,36159
Manitoba,19/04/2021,109,36268
Manitoba,20/04/2021,203,36471
Manitoba,21/04/2021,163,36634
Manitoba,22/04/2021,262,36896
Manitoba,23/04/2021,177,37073
Manitoba,24/04/2021,275,37348
Manitoba,25/04/2021,265,37613
Manitoba,26/04/2021,208,37821
Manitoba,27/04/2021,207,38028
Manitoba,28/04/2021,204,38232
Manitoba,29/04/2021,219,38451
Manitoba,30/04/2021,291,38742
Manitoba,01/05/2021,285,39027
Manitoba,02/05/2021,275,39302
Manitoba,03/05/2021,240,39542
Manitoba,04/05/2021,300,39842
Manitoba,05/05/2021,269,40111
Manitoba,06/05/2021,372,40483
Manitoba,07/05/2021,473,40956
Manitoba,08/05/2021,501,41457
Manitoba,09/05/2021,495,41952
Manitoba,10/05/2021,522,42474
Manitoba,11/05/2021,353,42827
Manitoba,12/05/2021,338,43165
Manitoba,13/05/2021,586,43751
Manitoba,14/05/2021,457,44208
Manitoba,15/05/2021,447,44655
Manitoba,16/05/2021,530,45185
Manitoba,17/05/2021,421,45606
Manitoba,18/05/2021,380,45986
Manitoba,19/05/2021,383,46369
Manitoba,20/05/2021,601,46970
Manitoba,21/05/2021,585,47555
Manitoba,22/05/2021,470,48025
Manitoba,23/05/2021,413,48438
Manitoba,24/05/2021,368,48806
Manitoba,25/05/2021,244,49050
Manitoba,26/05/2021,312,49362
Manitoba,27/05/2021,310,49672
Manitoba,28/05/2021,488,50160
Manitoba,29/05/2021,348,50508
Manitoba,30/05/2021,276,50784
Manitoba,31/05/2021,310,51094
Manitoba,01/06/2021,226,51320
Manitoba,02/06/2021,276,51596
Manitoba,03/06/2021,349,51945
Manitoba,04/06/2021,323,52268
Manitoba,05/06/2021,266,52534
Manitoba,06/06/2021,226,52760
Manitoba,07/06/2021,177,52937
Manitoba,08/06/2021,227,53164
Manitoba,09/06/2021,251,53415
Manitoba,10/06/2021,249,53664
Manitoba,11/06/2021,230,53894
Manitoba,12/06/2021,273,54167
Manitoba,13/06/2021,201,54368
Manitoba,14/06/2021,125,54493
Manitoba,15/06/2021,132,54625
Manitoba,16/06/2021,131,54756
Manitoba,17/06/2021,172,54928
Manitoba,18/06/2021,171,55099
Manitoba,19/06/2021,139,55238
Manitoba,20/06/2021,92,55330
Manitoba,21/06/2021,80,55410
Manitoba,22/06/2021,74,55484
Manitoba,23/06/2021,122,55606
Manitoba,24/06/2021,99,55705
Manitoba,25/06/2021,82,55787
Manitoba,26/06/2021,93,55880
Manitoba,27/06/2021,96,55976
Manitoba,28/06/2021,64,56040
Manitoba,29/06/2021,63,56103
Manitoba,30/06/2021,73,56176
Manitoba,01/07/2021,79,56255
Manitoba,02/07/2021,51,56306
Manitoba,03/07/2021,44,56350
Manitoba,04/07/2021,62,56412
Manitoba,05/07/2021,68,56480
Manitoba,06/07/2021,42,56522
Manitoba,07/07/2021,69,56591
Manitoba,08/07/2021,71,56662
Manitoba,09/07/2021,72,56734
Manitoba,10/07/2021,80,56814
Manitoba,11/07/2021,63,56877
Manitoba,12/07/2021,32,56909
Manitoba,13/07/2021,23,56932
Manitoba,14/07/2021,51,56983
Manitoba,15/07/2021,40,57023
Manitoba,16/07/2021,39,57062
Manitoba,17/07/2021,62,57124
Manitoba,18/07/2021,50,57174
Manitoba,19/07/2021,26,57200
Manitoba,20/07/2021,30,57230
Manitoba,21/07/2021,38,57268
Manitoba,22/07/2021,49,57317
Manitoba,23/07/2021,36,57353
Manitoba,24/07/2021,62,57415
Manitoba,25/07/2021,27,57442
Manitoba,26/07/2021,15,57457
Manitoba,27/07/2021,16,57473
Manitoba,28/07/2021,28,57501
Manitoba,29/07/2021,54,57555
Manitoba,30/07/2021,40,57595
Manitoba,31/07/2021,20,57615
Manitoba,01/08/2021,33,57648
Manitoba,02/08/2021,20,57668
Manitoba,03/08/2021,21,57689
Manitoba,04/08/2021,13,57702
Manitoba,05/08/2021,34,57736
Manitoba,06/08/2021,25,57761
Manitoba,07/08/2021,29,57790
Manitoba,08/08/2021,46,57836
Manitoba,09/08/2021,24,57860
Manitoba,10/08/2021,24,57884
Manitoba,11/08/2021,36,57920
Manitoba,12/08/2021,29,57949
Manitoba,13/08/2021,22,57971
Manitoba,14/08/2021,23,57994
Manitoba,15/08/2021,29,58023
Manitoba,16/08/2021,30,58053
Manitoba,17/08/2021,16,58069
Manitoba,18/08/2021,37,58106
Manitoba,19/08/2021,27,58133
Manitoba,20/08/2021,44,58177
Manitoba,21/08/2021,40,58217
Manitoba,22/08/2021,38,58255
Manitoba,23/08/2021,33,58288
Manitoba,24/08/2021,36,58324
Manitoba,25/08/2021,100,58424
Manitoba,26/08/2021,47,58471
Manitoba,27/08/2021,34,58505
Manitoba,28/08/2021,94,58599
Manitoba,29/08/2021,48,58647
Manitoba,30/08/2021,29,58676
Manitoba,31/08/2021,31,58707
Manitoba,01/09/2021,50,58757
Manitoba,02/09/2021,39,58796
Manitoba,03/09/2021,50,58846
Manitoba,04/09/2021,41,58887
Manitoba,05/09/2021,43,58930
Manitoba,06/09/2021,32,58962
Manitoba,07/09/2021,33,58995
Manitoba,08/09/2021,54,59049
Manitoba,09/09/2021,55,59104
Manitoba,10/09/2021,98,59202
Manitoba,11/09/2021,70,59272
Manitoba,12/09/2021,59,59331
Manitoba,13/09/2021,38,59369
Manitoba,14/09/2021,50,59419
Manitoba,15/09/2021,47,59466
Manitoba,16/09/2021,69,59535
Manitoba,17/09/2021,76,59611
Manitoba,18/09/2021,46,59657
Manitoba,19/09/2021,61,59718
Manitoba,20/09/2021,40,59758
Manitoba,21/09/2021,60,59818
Manitoba,22/09/2021,54,59872
Manitoba,23/09/2021,71,59943
Manitoba,24/09/2021,61,60004
Manitoba,25/09/2021,94,60098
Manitoba,26/09/2021,126,60224
Manitoba,27/09/2021,71,60295
Manitoba,28/09/2021,40,60335
Manitoba,29/09/2021,113,60448
Manitoba,30/09/2021,105,60553
Manitoba,01/10/2021,82,60635
Manitoba,02/10/2021,103,60738
Manitoba,03/10/2021,127,60865
Manitoba,04/10/2021,109,60974
Manitoba,05/10/2021,73,61047
Manitoba,06/10/2021,84,61131
Manitoba,07/10/2021,131,61262
Manitoba,08/10/2021,131,61393
Manitoba,09/10/2021,89,61482
Manitoba,10/10/2021,106,61588
Manitoba,11/10/2021,76,61664
Manitoba,12/10/2021,60,61724
Manitoba,13/10/2021,112,61836
Manitoba,14/10/2021,60,61896
Manitoba,15/10/2021,108,62004
Manitoba,16/10/2021,101,62105
Manitoba,17/10/2021,73,62178
Manitoba,18/10/2021,52,62230
Manitoba,19/10/2021,111,62341
Manitoba,20/10/2021,38,62379
Manitoba,21/10/2021,88,62467
Manitoba,22/10/2021,123,62590
Manitoba,23/10/2021,99,62689
Manitoba,24/10/2021,153,62842
Manitoba,25/10/2021,68,62910
Manitoba,26/10/2021,81,62991
Manitoba,27/10/2021,116,63107
Manitoba,28/10/2021,124,63231
Manitoba,29/10/2021,135,63366
Manitoba,30/10/2021,105,63471
Manitoba,31/10/2021,122,63593
Manitoba,01/11/2021,105,63698
Manitoba,02/11/2021,119,63817
Manitoba,03/11/2021,124,63941
Manitoba,04/11/2021,149,64090
Manitoba,05/11/2021,124,64214
Manitoba,06/11/2021,177,64391
Manitoba,07/11/2021,147,64538
Manitoba,08/11/2021,180,64718
Manitoba,09/11/2021,162,64880
Manitoba,10/11/2021,139,65019
Manitoba,11/11/2021,179,65198
Manitoba,12/11/2021,167,65365
Manitoba,13/11/2021,136,65501
Manitoba,14/11/2021,105,65606
Manitoba,15/11/2021,155,65761
Manitoba,16/11/2021,114,65875
Manitoba,17/11/2021,130,66005
Manitoba,18/11/2021,193,66198
Manitoba,19/11/2021,194,66392
Manitoba,20/11/2021,172,66564
Manitoba,21/11/2021,129,66693
Manitoba,22/11/2021,144,66837
Manitoba,23/11/2021,131,66968
Manitoba,24/11/2021,131,67099
Manitoba,25/11/2021,212,67311
Manitoba,26/11/2021,125,67436
Manitoba,27/11/2021,155,67591
Manitoba,28/11/2021,91,67682
Manitoba,29/11/2021,88,67770
Manitoba,30/11/2021,124,67894
Manitoba,01/12/2021,143,68037
Manitoba,02/12/2021,153,68190
Manitoba,03/12/2021,137,68327
Manitoba,04/12/2021,185,68512
Manitoba,05/12/2021,204,68716
Manitoba,06/12/2021,141,68857
Manitoba,07/12/2021,127,68984
Manitoba,08/12/2021,155,69139
Manitoba,09/12/2021,182,69321
Manitoba,10/12/2021,202,69523
Manitoba,11/12/2021,159,69682
Manitoba,12/12/2021,165,69847
Manitoba,13/12/2021,152,69999
Manitoba,14/12/2021,172,70171
Manitoba,15/12/2021,174,70345
Manitoba,16/12/2021,244,70589
Manitoba,17/12/2021,226,70815
Manitoba,18/12/2021,251,71066
Manitoba,19/12/2021,335,71401
Manitoba,20/12/2021,211,71612
Manitoba,21/12/2021,311,71923
Manitoba,22/12/2021,409,72332
Manitoba,23/12/2021,523,72855
Manitoba,24/12/2021,769,73624
Manitoba,25/12/2021,835,74459
Manitoba,26/12/2021,590,75049
Manitoba,27/12/2021,692,75741
Manitoba,28/12/2021,877,76618
Manitoba,29/12/2021,972,77590
Manitoba,30/12/2021,1231,78821
Manitoba,31/12/2021,1646,80467
Manitoba,01/01/2022,1770,82237
Manitoba,02/01/2022,1833,84070
Manitoba,03/01/2022,1555,85625
Manitoba,04/01/2022,2060,87685
Manitoba,05/01/2022,2212,89897
Manitoba,06/01/2022,2901,92798
Manitoba,07/01/2022,2356,95154
Manitoba,08/01/2022,2791,97945
Manitoba,09/01/2022,2047,99992
Manitoba,10/01/2022,2320,102312
Manitoba,11/01/2022,2048,104360
Manitoba,12/01/2022,1236,105596
Manitoba,13/01/2022,1345,106941
Manitoba,14/01/2022,1165,108106
Manitoba,15/01/2022,1074,109180
Manitoba,16/01/2022,815,109995
Manitoba,17/01/2022,642,110637
Manitoba,18/01/2022,913,111550
Manitoba,19/01/2022,1048,112598
Manitoba,20/01/2022,744,113342
Manitoba,21/01/2022,892,114234
Manitoba,22/01/2022,886,115120
Manitoba,23/01/2022,548,115668
Manitoba,24/01/2022,610,116278
Manitoba,25/01/2022,643,116921
Manitoba,26/01/2022,665,117586
Manitoba,27/01/2022,1050,118636
Manitoba,28/01/2022,1171,119807
Manitoba,29/01/2022,752,120559
Manitoba,30/01/2022,464,121023
Manitoba,31/01/2022,434,121457
Manitoba,01/02/2022,564,122021
Manitoba,02/02/2022,567,122588
Manitoba,03/02/2022,382,122970
Manitoba,04/02/2022,721,123691
Manitoba,05/02/2022,541,124232
Manitoba,06/02/2022,335,124567
Manitoba,07/02/2022,289,124856
Manitoba,08/02/2022,490,125346
Manitoba,09/02/2022,427,125773
Manitoba,10/02/2022,337,126110
Manitoba,11/02/2022,429,126539
Manitoba,12/02/2022,415,126954
Manitoba,13/02/2022,243,127197
Manitoba,14/02/2022,136,127333
Manitoba,15/02/2022,401,127734
Manitoba,16/02/2022,301,128035
Manitoba,17/02/2022,428,128463
Manitoba,18/02/2022,308,128771
Manitoba,19/02/2022,272,129043
Manitoba,20/02/2022,104,129147
Manitoba,21/02/2022,108,129255
Manitoba,22/02/2022,372,129627
Manitoba,23/02/2022,197,129824
Manitoba,24/02/2022,232,130056
Manitoba,25/02/2022,278,130334
Manitoba,26/02/2022,274,130608
Manitoba,27/02/2022,127,130735
Manitoba,28/02/2022,110,130845
Manitoba,01/03/2022,214,131059
Manitoba,02/03/2022,163,131222
Manitoba,03/03/2022,150,131372
Manitoba,04/03/2022,194,131566
Manitoba,05/03/2022,214,131780
Manitoba,06/03/2022,94,131874
Manitoba,07/03/2022,94,131968
Manitoba,08/03/2022,152,132120
Manitoba,09/03/2022,193,132313
Manitoba,10/03/2022,177,132490
Manitoba,11/03/2022,234,132724
Manitoba,12/03/2022,151,132875
Manitoba,13/03/2022,115,132990
Manitoba,14/03/2022,107,133097
Manitoba,15/03/2022,218,133315
Manitoba,16/03/2022,204,133519
Manitoba,17/03/2022,229,133748
Manitoba,18/03/2022,187,133935
Manitoba,19/03/2022,205,134140
Manitoba,20/03/2022,93,134233
Manitoba,21/03/2022,78,134311
Manitoba,22/03/2022,113,134424
Manitoba,23/03/2022,149,134573
Manitoba,24/03/2022,193,134766
Manitoba,25/03/2022,141,134907
Manitoba,26/03/2022,307,135214
Manitoba,27/03/2022,0,135214
Manitoba,28/03/2022,0,135214
Manitoba,29/03/2022,0,135214
Manitoba,30/03/2022,0,135214
Manitoba,31/03/2022,0,135214
Manitoba,01/04/2022,0,135214
