province,date_report,cases,cumulative_cases
Alberta,24/01/2020,0,0
Alberta,25/01/2020,0,0
Alberta,26/01/2020,0,0
Alberta,27/01/2020,0,0
Alberta,28/01/2020,0,0
Alberta,29/01/2020,0,0
Alberta,30/01/2020,0,0
Alberta,31/01/2020,0,0
Alberta,01/02/2020,0,0
Alberta,02/02/2020,0,0
Alberta,03/02/2020,0,0
Alberta,04/02/2020,0,0
Alberta,05/02/2020,0,0
Alberta,06/02/2020,0,0
Alberta,07/02/2020,0,0
Alberta,08/02/2020,0,0
Alberta,09/02/2020,0,0
Alberta,10/02/2020,0,0
Alberta,11/02/2020,0,0
Alberta,12/02/2020,0,0
Alberta,13/02/2020,0,0
Alberta,14/02/2020,0,0
Alberta,15/02/2020,0,0
Alberta,16/02/2020,0,0
Alberta,17/02/2020,0,0
Alberta,18/02/2020,0,0
Alberta,19/02/2020,0,0
Alberta,20/02/2020,0,0
Alberta,21/02/2020,0,0
Alberta,22/02/2020,0,0
Alberta,23/02/2020,0,0
Alberta,24/02/2020,0,0
Alberta,25/02/2020,0,0
Alberta,26/02/2020,0,0
Alberta,27/02/2020,0,0
Alberta,28/02/2020,0,0
Alberta,29/02/2020,0,0
Alberta,01/03/2020,0,0
Alberta,02/03/2020,0,0
Alberta,03/03/2020,0,0
Alberta,04/03/2020,0,0
Alberta,05/03/2020,1,1
Alberta,06/03/2020,0,1
Alberta,07/03/2020,1,2
Alberta,08/03/2020,1,3
Alberta,09/03/2020,4,7
Alberta,10/03/2020,9,16
Alberta,11/03/2020,7,23
Alberta,12/03/2020,3,26
Alberta,13/03/2020,8,34
Alberta,14/03/2020,22,56
Alberta,15/03/2020,11,67
Alberta,16/03/2020,24,91
Alberta,17/03/2020,11,102
Alberta,18/03/2020,29,131
Alberta,19/03/2020,32,163
Alberta,20/03/2020,46,209
Alberta,21/03/2020,35,244
Alberta,22/03/2020,47,291
Alberta,23/03/2020,53,344
Alberta,24/03/2020,68,412
Alberta,25/03/2020,63,475
Alberta,26/03/2020,53,528
Alberta,27/03/2020,85,613
Alberta,28/03/2020,54,667
Alberta,29/03/2020,34,701
Alberta,30/03/2020,40,741
Alberta,31/03/2020,132,873
Alberta,01/04/2020,108,981
Alberta,02/04/2020,122,1103
Alberta,03/04/2020,70,1173
Alberta,04/04/2020,60,1233
Alberta,05/04/2020,42,1275
Alberta,06/04/2020,34,1309
Alberta,07/04/2020,53,1362
Alberta,08/04/2020,33,1395
Alberta,09/04/2020,45,1440
Alberta,10/04/2020,49,1489
Alberta,11/04/2020,65,1554
Alberta,12/04/2020,68,1622
Alberta,13/04/2020,68,1690
Alberta,14/04/2020,127,1817
Alberta,15/04/2020,133,1950
Alberta,16/04/2020,146,2096
Alberta,17/04/2020,213,2309
Alberta,18/04/2020,187,2496
Alberta,19/04/2020,201,2697
Alberta,20/04/2020,183,2880
Alberta,21/04/2020,264,3144
Alberta,22/04/2020,294,3438
Alberta,23/04/2020,340,3778
Alberta,24/04/2020,232,4010
Alberta,25/04/2020,222,4232
Alberta,26/04/2020,203,4435
Alberta,27/04/2020,178,4613
Alberta,28/04/2020,249,4862
Alberta,29/04/2020,231,5093
Alberta,30/04/2020,222,5315
Alberta,01/05/2020,141,5456
Alberta,02/05/2020,112,5568
Alberta,03/05/2020,70,5638
Alberta,04/05/2020,79,5717
Alberta,05/05/2020,62,5779
Alberta,06/05/2020,65,5844
Alberta,07/05/2020,87,5931
Alberta,08/05/2020,77,6008
Alberta,09/05/2020,85,6093
Alberta,10/05/2020,71,6164
Alberta,11/05/2020,47,6211
Alberta,12/05/2020,70,6281
Alberta,13/05/2020,62,6343
Alberta,14/05/2020,61,6404
Alberta,15/05/2020,73,6477
Alberta,16/05/2020,54,6531
Alberta,17/05/2020,46,6577
Alberta,18/05/2020,38,6615
Alberta,19/05/2020,43,6658
Alberta,20/05/2020,27,6685
Alberta,21/05/2020,30,6715
Alberta,22/05/2020,27,6742
Alberta,23/05/2020,32,6774
Alberta,24/05/2020,29,6803
Alberta,25/05/2020,13,6816
Alberta,26/05/2020,19,6835
Alberta,27/05/2020,27,6862
Alberta,28/05/2020,28,6890
Alberta,29/05/2020,30,6920
Alberta,30/05/2020,20,6940
Alberta,31/05/2020,34,6974
Alberta,01/06/2020,21,6995
Alberta,02/06/2020,19,7014
Alberta,03/06/2020,18,7032
Alberta,04/06/2020,19,7051
Alberta,05/06/2020,37,7088
Alberta,06/06/2020,23,7111
Alberta,07/06/2020,33,7144
Alberta,08/06/2020,24,7168
Alberta,09/06/2020,38,7206
Alberta,10/06/2020,48,7254
Alberta,11/06/2020,43,7297
Alberta,12/06/2020,27,7324
Alberta,13/06/2020,35,7359
Alberta,14/06/2020,53,7412
Alberta,15/06/2020,36,7448
Alberta,16/06/2020,45,7493
Alberta,17/06/2020,46,7539
Alberta,18/06/2020,46,7585
Alberta,19/06/2020,47,7632
Alberta,20/06/2020,30,7662
Alberta,21/06/2020,33,7695
Alberta,22/06/2020,41,7736
Alberta,23/06/2020,45,7781
Alberta,24/06/2020,25,7806
Alberta,25/06/2020,36,7842
Alberta,26/06/2020,66,7908
Alberta,27/06/2020,37,7945
Alberta,28/06/2020,68,8013
Alberta,29/06/2020,44,8057
Alberta,30/06/2020,33,8090
Alberta,01/07/2020,64,8154
Alberta,02/07/2020,55,8209
Alberta,03/07/2020,30,8239
Alberta,04/07/2020,48,8287
Alberta,05/07/2020,48,8335
Alberta,06/07/2020,49,8384
Alberta,07/07/2020,44,8428
Alberta,08/07/2020,43,8471
Alberta,09/07/2020,74,8545
Alberta,10/07/2020,62,8607
Alberta,11/07/2020,90,8697
Alberta,12/07/2020,78,8775
Alberta,13/07/2020,87,8862
Alberta,14/07/2020,85,8947
Alberta,15/07/2020,115,9062
Alberta,16/07/2020,103,9165
Alberta,17/07/2020,168,9333
Alberta,18/07/2020,102,9435
Alberta,19/07/2020,88,9523
Alberta,20/07/2020,131,9654
Alberta,21/07/2020,136,9790
Alberta,22/07/2020,113,9903
Alberta,23/07/2020,116,10019
Alberta,24/07/2020,117,10136
Alberta,25/07/2020,98,10234
Alberta,26/07/2020,89,10323
Alberta,27/07/2020,81,10404
Alberta,28/07/2020,131,10535
Alberta,29/07/2020,118,10653
Alberta,30/07/2020,124,10777
Alberta,31/07/2020,99,10876
Alberta,01/08/2020,67,10943
Alberta,02/08/2020,73,11016
Alberta,03/08/2020,64,11080
Alberta,04/08/2020,94,11174
Alberta,05/08/2020,61,11235
Alberta,06/08/2020,128,11363
Alberta,07/08/2020,111,11474
Alberta,08/08/2020,97,11571
Alberta,09/08/2020,45,11616
Alberta,10/08/2020,86,11702
Alberta,11/08/2020,116,11818
Alberta,12/08/2020,72,11890
Alberta,13/08/2020,81,11971
Alberta,14/08/2020,104,12075
Alberta,15/08/2020,83,12158
Alberta,16/08/2020,95,12253
Alberta,17/08/2020,85,12338
Alberta,18/08/2020,81,12419
Alberta,19/08/2020,101,12520
Alberta,20/08/2020,140,12660
Alberta,21/08/2020,88,12748
Alberta,22/08/2020,103,12851
Alberta,23/08/2020,70,12921
Alberta,24/08/2020,73,12994
Alberta,25/08/2020,125,13119
Alberta,26/08/2020,104,13223
Alberta,27/08/2020,153,13376
Alberta,28/08/2020,142,13518
Alberta,29/08/2020,181,13699
Alberta,30/08/2020,109,13808
Alberta,31/08/2020,152,13960
Alberta,01/09/2020,109,14069
Alberta,02/09/2020,132,14201
Alberta,03/09/2020,157,14358
Alberta,04/09/2020,169,14527
Alberta,05/09/2020,168,14695
Alberta,06/09/2020,134,14829
Alberta,07/09/2020,147,14976
Alberta,08/09/2020,97,15073
Alberta,09/09/2020,113,15186
Alberta,10/09/2020,116,15302
Alberta,11/09/2020,115,15417
Alberta,12/09/2020,166,15583
Alberta,13/09/2020,137,15720
Alberta,14/09/2020,123,15843
Alberta,15/09/2020,170,16013
Alberta,16/09/2020,182,16195
Alberta,17/09/2020,125,16320
Alberta,18/09/2020,137,16457
Alberta,19/09/2020,120,16577
Alberta,20/09/2020,152,16729
Alberta,21/09/2020,156,16885
Alberta,22/09/2020,128,17013
Alberta,23/09/2020,129,17142
Alberta,24/09/2020,124,17266
Alberta,25/09/2020,175,17441
Alberta,26/09/2020,155,17596
Alberta,27/09/2020,121,17717
Alberta,28/09/2020,127,17844
Alberta,29/09/2020,175,18019
Alberta,30/09/2020,154,18173
Alberta,01/10/2020,147,18320
Alberta,02/10/2020,222,18542
Alberta,03/10/2020,195,18737
Alberta,04/10/2020,213,18950
Alberta,05/10/2020,206,19156
Alberta,06/10/2020,243,19399
Alberta,07/10/2020,218,19617
Alberta,08/10/2020,186,19803
Alberta,09/10/2020,258,20061
Alberta,10/10/2020,250,20311
Alberta,11/10/2020,241,20552
Alberta,12/10/2020,221,20773
Alberta,13/10/2020,242,21015
Alberta,14/10/2020,242,21257
Alberta,15/10/2020,319,21576
Alberta,16/10/2020,307,21883
Alberta,17/10/2020,225,22108
Alberta,18/10/2020,370,22478
Alberta,19/10/2020,324,22802
Alberta,20/10/2020,392,23194
Alberta,21/10/2020,436,23630
Alberta,22/10/2020,442,24072
Alberta,23/10/2020,390,24462
Alberta,24/10/2020,578,25040
Alberta,25/10/2020,500,25540
Alberta,26/10/2020,416,25956
Alberta,27/10/2020,407,26363
Alberta,28/10/2020,479,26842
Alberta,29/10/2020,614,27456
Alberta,30/10/2020,589,28045
Alberta,31/10/2020,524,28569
Alberta,01/11/2020,605,29174
Alberta,02/11/2020,571,29745
Alberta,03/11/2020,537,30282
Alberta,04/11/2020,771,31053
Alberta,05/11/2020,735,31788
Alberta,06/11/2020,825,32613
Alberta,07/11/2020,640,33253
Alberta,08/11/2020,630,33883
Alberta,09/11/2020,724,34607
Alberta,10/11/2020,676,35283
Alberta,11/11/2020,854,36137
Alberta,12/11/2020,896,37033
Alberta,13/11/2020,1017,38050
Alberta,14/11/2020,981,39031
Alberta,15/11/2020,852,39883
Alberta,16/11/2020,765,40648
Alberta,17/11/2020,729,41377
Alberta,18/11/2020,1102,42479
Alberta,19/11/2020,1140,43619
Alberta,20/11/2020,1333,44952
Alberta,21/11/2020,1562,46514
Alberta,22/11/2020,1528,48042
Alberta,23/11/2020,1120,49162
Alberta,24/11/2020,1271,50433
Alberta,25/11/2020,1084,51517
Alberta,26/11/2020,1228,52745
Alberta,27/11/2020,1714,54459
Alberta,28/11/2020,1593,56052
Alberta,29/11/2020,1710,57762
Alberta,30/11/2020,1317,59079
Alberta,01/12/2020,1695,60774
Alberta,02/12/2020,1851,62625
Alberta,03/12/2020,1794,64419
Alberta,04/12/2020,1880,66299
Alberta,05/12/2020,1828,68127
Alberta,06/12/2020,1725,69852
Alberta,07/12/2020,1794,71646
Alberta,08/12/2020,1494,73140
Alberta,09/12/2020,1596,74736
Alberta,10/12/2020,1745,76481
Alberta,11/12/2020,1597,78078
Alberta,12/12/2020,1709,79787
Alberta,13/12/2020,1865,81652
Alberta,14/12/2020,1342,82994
Alberta,15/12/2020,1287,84281
Alberta,16/12/2020,1592,85873
Alberta,17/12/2020,1461,87334
Alberta,18/12/2020,1369,88703
Alberta,19/12/2020,1307,90010
Alberta,20/12/2020,1251,91261
Alberta,21/12/2020,1052,92313
Alberta,22/12/2020,1336,93649
Alberta,23/12/2020,1130,94779
Alberta,24/12/2020,1240,96019
Alberta,25/12/2020,904,96923
Alberta,26/12/2020,486,97409
Alberta,27/12/2020,955,98364
Alberta,28/12/2020,896,99260
Alberta,29/12/2020,1364,100624
Alberta,30/12/2020,1263,101887
Alberta,31/12/2020,1360,103247
Alberta,01/01/2021,921,104168
Alberta,02/01/2021,466,104634
Alberta,03/01/2021,1138,105772
Alberta,04/01/2021,878,106650
Alberta,05/01/2021,1148,107798
Alberta,06/01/2021,966,108764
Alberta,07/01/2021,1176,109940
Alberta,08/01/2021,982,110922
Alberta,09/01/2021,809,111731
Alberta,10/01/2021,627,112358
Alberta,11/01/2021,675,113033
Alberta,12/01/2021,867,113900
Alberta,13/01/2021,966,114866
Alberta,14/01/2021,779,115645
Alberta,15/01/2021,702,116347
Alberta,16/01/2021,743,117090
Alberta,17/01/2021,461,117551
Alberta,18/01/2021,462,118013
Alberta,19/01/2021,670,118683
Alberta,20/01/2021,672,119355
Alberta,21/01/2021,642,119997
Alberta,22/01/2021,567,120564
Alberta,23/01/2021,451,121015
Alberta,24/01/2021,358,121373
Alberta,25/01/2021,362,121735
Alberta,26/01/2021,468,122203
Alberta,27/01/2021,473,122676
Alberta,28/01/2021,519,123195
Alberta,29/01/2021,388,123583
Alberta,30/01/2021,468,124051
Alberta,31/01/2021,351,124402
Alberta,01/02/2021,280,124682
Alberta,02/02/2021,456,125138
Alberta,03/02/2021,403,125541
Alberta,04/02/2021,394,125935
Alberta,05/02/2021,361,126296
Alberta,06/02/2021,352,126648
Alberta,07/02/2021,268,126916
Alberta,08/02/2021,219,127135
Alberta,09/02/2021,335,127470
Alberta,10/02/2021,348,127818
Alberta,11/02/2021,318,128136
Alberta,12/02/2021,301,128437
Alberta,13/02/2021,286,128723
Alberta,14/02/2021,244,128967
Alberta,15/02/2021,260,129227
Alberta,16/02/2021,286,129513
Alberta,17/02/2021,420,129933
Alberta,18/02/2021,331,130264
Alberta,19/02/2021,384,130648
Alberta,20/02/2021,327,130975
Alberta,21/02/2021,268,131243
Alberta,22/02/2021,277,131520
Alberta,23/02/2021,425,131945
Alberta,24/02/2021,404,132349
Alberta,25/02/2021,355,132704
Alberta,26/02/2021,413,133117
Alberta,27/02/2021,301,133418
Alberta,28/02/2021,287,133705
Alberta,01/03/2021,262,133967
Alberta,02/03/2021,400,134367
Alberta,03/03/2021,333,134700
Alberta,04/03/2021,408,135108
Alberta,05/03/2021,336,135444
Alberta,06/03/2021,306,135750
Alberta,07/03/2021,250,136000
Alberta,08/03/2021,252,136252
Alberta,09/03/2021,385,136637
Alberta,10/03/2021,405,137042
Alberta,11/03/2021,447,137489
Alberta,12/03/2021,426,137915
Alberta,13/03/2021,376,138291
Alberta,14/03/2021,364,138655
Alberta,15/03/2021,349,139004
Alberta,16/03/2021,507,139511
Alberta,17/03/2021,516,140027
Alberta,18/03/2021,669,140696
Alberta,19/03/2021,528,141224
Alberta,20/03/2021,545,141769
Alberta,21/03/2021,456,142225
Alberta,22/03/2021,481,142706
Alberta,23/03/2021,677,143383
Alberta,24/03/2021,762,144145
Alberta,25/03/2021,727,144872
Alberta,26/03/2021,655,145527
Alberta,27/03/2021,640,146167
Alberta,28/03/2021,540,146707
Alberta,29/03/2021,622,147329
Alberta,30/03/2021,895,148224
Alberta,31/03/2021,878,149102
Alberta,01/04/2021,1078,150180
Alberta,02/04/2021,1065,151245
Alberta,03/04/2021,936,152181
Alberta,04/04/2021,867,153048
Alberta,05/04/2021,930,153978
Alberta,06/04/2021,1365,155343
Alberta,07/04/2021,1414,156757
Alberta,08/04/2021,1533,158290
Alberta,09/04/2021,1281,159571
Alberta,10/04/2021,1171,160742
Alberta,11/04/2021,1096,161838
Alberta,12/04/2021,1052,162890
Alberta,13/04/2021,1433,164323
Alberta,14/04/2021,1649,165972
Alberta,15/04/2021,1606,167578
Alberta,16/04/2021,1501,169079
Alberta,17/04/2021,1474,170553
Alberta,18/04/2021,1356,171909
Alberta,19/04/2021,1348,173257
Alberta,20/04/2021,1729,174986
Alberta,21/04/2021,1842,176828
Alberta,22/04/2021,1672,178500
Alberta,23/04/2021,1513,180013
Alberta,24/04/2021,1446,181459
Alberta,25/04/2021,1492,182951
Alberta,26/04/2021,1547,184498
Alberta,27/04/2021,1835,186333
Alberta,28/04/2021,2070,188403
Alberta,29/04/2021,1995,190398
Alberta,30/04/2021,2411,192809
Alberta,01/05/2021,1701,194510
Alberta,02/05/2021,1970,196480
Alberta,03/05/2021,1792,198272
Alberta,04/05/2021,2281,200553
Alberta,05/05/2021,2183,202736
Alberta,06/05/2021,1944,204680
Alberta,07/05/2021,2050,206730
Alberta,08/05/2021,1583,208313
Alberta,09/05/2021,1570,209883
Alberta,10/05/2021,1511,211394
Alberta,11/05/2021,1813,213207
Alberta,12/05/2021,1591,214798
Alberta,13/05/2021,1485,216283
Alberta,14/05/2021,1238,217521
Alberta,15/05/2021,1132,218653
Alberta,16/05/2021,718,219371
Alberta,17/05/2021,918,220289
Alberta,18/05/2021,955,221244
Alberta,19/05/2021,829,222073
Alberta,20/05/2021,756,222829
Alberta,21/05/2021,635,223464
Alberta,22/05/2021,552,224016
Alberta,23/05/2021,447,224463
Alberta,24/05/2021,388,224851
Alberta,25/05/2021,407,225258
Alberta,26/05/2021,540,225798
Alberta,27/05/2021,538,226336
Alberta,28/05/2021,409,226745
Alberta,29/05/2021,397,227142
Alberta,30/05/2021,259,227401
Alberta,31/05/2021,213,227614
Alberta,01/06/2021,430,228044
Alberta,02/06/2021,309,228353
Alberta,03/06/2021,241,228594
Alberta,04/06/2021,298,228892
Alberta,05/06/2021,232,229124
Alberta,06/06/2021,159,229283
Alberta,07/06/2021,141,229424
Alberta,08/06/2021,319,229743
Alberta,09/06/2021,172,229915
Alberta,10/06/2021,178,230093
Alberta,11/06/2021,176,230269
Alberta,12/06/2021,163,230432
Alberta,13/06/2021,129,230561
Alberta,14/06/2021,129,230690
Alberta,15/06/2021,145,230835
Alberta,16/06/2021,141,230976
Alberta,17/06/2021,119,231095
Alberta,18/06/2021,123,231218
Alberta,19/06/2021,86,231304
Alberta,20/06/2021,53,231357
Alberta,21/06/2021,67,231424
Alberta,22/06/2021,100,231524
Alberta,23/06/2021,80,231604
Alberta,24/06/2021,93,231697
Alberta,25/06/2021,77,231774
Alberta,26/06/2021,45,231819
Alberta,27/06/2021,40,231859
Alberta,28/06/2021,55,231914
Alberta,29/06/2021,75,231989
Alberta,30/06/2021,60,232049
Alberta,01/07/2021,36,232085
Alberta,02/07/2021,34,232119
Alberta,03/07/2021,52,232171
Alberta,04/07/2021,39,232210
Alberta,05/07/2021,36,232246
Alberta,06/07/2021,57,232303
Alberta,07/07/2021,49,232352
Alberta,08/07/2021,57,232409
Alberta,09/07/2021,36,232445
Alberta,10/07/2021,31,232476
Alberta,11/07/2021,30,232506
Alberta,12/07/2021,32,232538
Alberta,13/07/2021,34,232572
Alberta,14/07/2021,49,232621
Alberta,15/07/2021,52,232673
Alberta,16/07/2021,51,232724
Alberta,17/07/2021,40,232764
Alberta,18/07/2021,41,232805
Alberta,19/07/2021,61,232866
Alberta,20/07/2021,89,232955
Alberta,21/07/2021,96,233051
Alberta,22/07/2021,167,233218
Alberta,23/07/2021,145,233363
Alberta,24/07/2021,138,233501
Alberta,25/07/2021,92,233593
Alberta,26/07/2021,134,233727
Alberta,27/07/2021,205,233932
Alberta,28/07/2021,222,234154
Alberta,29/07/2021,196,234350
Alberta,30/07/2021,231,234581
Alberta,31/07/2021,223,234804
Alberta,01/08/2021,143,234947
Alberta,02/08/2021,123,235070
Alberta,03/08/2021,203,235273
Alberta,04/08/2021,394,235667
Alberta,05/08/2021,365,236032
Alberta,06/08/2021,391,236423
Alberta,07/08/2021,376,236799
Alberta,08/08/2021,240,237039
Alberta,09/08/2021,285,237324
Alberta,10/08/2021,504,237828
Alberta,11/08/2021,547,238375
Alberta,12/08/2021,581,238956
Alberta,13/08/2021,567,239523
Alberta,14/08/2021,449,239972
Alberta,15/08/2021,389,240361
Alberta,16/08/2021,409,240770
Alberta,17/08/2021,691,241461
Alberta,18/08/2021,810,242271
Alberta,19/08/2021,740,243011
Alberta,20/08/2021,811,243822
Alberta,21/08/2021,679,244501
Alberta,22/08/2021,470,244971
Alberta,23/08/2021,641,245612
Alberta,24/08/2021,1077,246689
Alberta,25/08/2021,1102,247791
Alberta,26/08/2021,1172,248963
Alberta,27/08/2021,1226,250189
Alberta,28/08/2021,957,251146
Alberta,29/08/2021,867,252013
Alberta,30/08/2021,918,252931
Alberta,31/08/2021,1340,254271
Alberta,01/09/2021,1339,255610
Alberta,02/09/2021,1414,257024
Alberta,03/09/2021,1310,258334
Alberta,04/09/2021,1449,259783
Alberta,05/09/2021,811,260594
Alberta,06/09/2021,1296,261890
Alberta,07/09/2021,1219,263109
Alberta,08/09/2021,1498,264607
Alberta,09/09/2021,1474,266081
Alberta,10/09/2021,1649,267730
Alberta,11/09/2021,1492,269222
Alberta,12/09/2021,1592,270814
Alberta,13/09/2021,1413,272227
Alberta,14/09/2021,1630,273857
Alberta,15/09/2021,1726,275583
Alberta,16/09/2021,2003,277586
Alberta,17/09/2021,1596,279182
Alberta,18/09/2021,1589,280771
Alberta,19/09/2021,1434,282205
Alberta,20/09/2021,1519,283724
Alberta,21/09/2021,1312,285036
Alberta,22/09/2021,1685,286721
Alberta,23/09/2021,1670,288391
Alberta,24/09/2021,1873,290264
Alberta,25/09/2021,1525,291789
Alberta,26/09/2021,1755,293544
Alberta,27/09/2021,1271,294815
Alberta,28/09/2021,1704,296519
Alberta,29/09/2021,1721,298240
Alberta,30/09/2021,1649,299889
Alberta,01/10/2021,1606,301495
Alberta,02/10/2021,1285,302780
Alberta,03/10/2021,1129,303909
Alberta,04/10/2021,696,304605
Alberta,05/10/2021,1263,305868
Alberta,06/10/2021,1245,307113
Alberta,07/10/2021,1267,308380
Alberta,08/10/2021,1086,309466
Alberta,09/10/2021,1041,310507
Alberta,10/10/2021,637,311144
Alberta,11/10/2021,602,311746
Alberta,12/10/2021,652,312398
Alberta,13/10/2021,930,313328
Alberta,14/10/2021,1044,314372
Alberta,15/10/2021,772,315144
Alberta,16/10/2021,795,315939
Alberta,17/10/2021,608,316547
Alberta,18/10/2021,531,317078
Alberta,19/10/2021,807,317885
Alberta,20/10/2021,773,318658
Alberta,21/10/2021,666,319324
Alberta,22/10/2021,704,320028
Alberta,23/10/2021,522,320550
Alberta,24/10/2021,366,320916
Alberta,25/10/2021,457,321373
Alberta,26/10/2021,626,321999
Alberta,27/10/2021,541,322540
Alberta,28/10/2021,607,323147
Alberta,29/10/2021,530,323677
Alberta,30/10/2021,339,324016
Alberta,31/10/2021,341,324357
Alberta,01/11/2021,326,324683
Alberta,02/11/2021,489,325172
Alberta,03/11/2021,540,325712
Alberta,04/11/2021,468,326180
Alberta,05/11/2021,590,326770
Alberta,06/11/2021,433,327203
Alberta,07/11/2021,287,327490
Alberta,08/11/2021,426,327916
Alberta,09/11/2021,500,328416
Alberta,10/11/2021,468,328884
Alberta,11/11/2021,376,329260
Alberta,12/11/2021,435,329695
Alberta,13/11/2021,357,330052
Alberta,14/11/2021,289,330341
Alberta,15/11/2021,321,330662
Alberta,16/11/2021,416,331078
Alberta,17/11/2021,388,331466
Alberta,18/11/2021,417,331883
Alberta,19/11/2021,472,332355
Alberta,20/11/2021,379,332734
Alberta,21/11/2021,270,333004
Alberta,22/11/2021,271,333275
Alberta,23/11/2021,473,333748
Alberta,24/11/2021,396,334144
Alberta,25/11/2021,363,334507
Alberta,26/11/2021,323,334830
Alberta,27/11/2021,251,335081
Alberta,28/11/2021,231,335312
Alberta,29/11/2021,231,335543
Alberta,30/11/2021,433,335976
Alberta,01/12/2021,364,336340
Alberta,02/12/2021,342,336682
Alberta,03/12/2021,347,337029
Alberta,04/12/2021,247,337276
Alberta,05/12/2021,184,337460
Alberta,06/12/2021,234,337694
Alberta,07/12/2021,384,338078
Alberta,08/12/2021,354,338432
Alberta,09/12/2021,344,338776
Alberta,10/12/2021,312,339088
Alberta,11/12/2021,259,339347
Alberta,12/12/2021,201,339548
Alberta,13/12/2021,276,339824
Alberta,14/12/2021,444,340268
Alberta,15/12/2021,467,340735
Alberta,16/12/2021,547,341282
Alberta,17/12/2021,619,341901
Alberta,18/12/2021,710,342611
Alberta,19/12/2021,563,343174
Alberta,20/12/2021,790,343964
Alberta,21/12/2021,1354,345318
Alberta,22/12/2021,1573,346891
Alberta,23/12/2021,1969,348860
Alberta,24/12/2021,2451,351311
Alberta,25/12/2021,1571,352882
Alberta,26/12/2021,687,353569
Alberta,27/12/2021,1378,354947
Alberta,28/12/2021,2769,357716
Alberta,29/12/2021,3969,361685
Alberta,30/12/2021,4347,366032
Alberta,31/12/2021,4339,370371
Alberta,01/01/2022,3197,373568
Alberta,02/01/2022,1957,375525
Alberta,03/01/2022,2935,378460
Alberta,04/01/2022,4682,383142
Alberta,05/01/2022,4755,387897
Alberta,06/01/2022,6125,394022
Alberta,07/01/2022,6116,400138
Alberta,08/01/2022,6149,406287
Alberta,09/01/2022,5311,411598
Alberta,10/01/2022,4625,416223
Alberta,11/01/2022,6763,422986
Alberta,12/01/2022,5853,428839
Alberta,13/01/2022,6239,435078
Alberta,14/01/2022,6097,441175
Alberta,15/01/2022,5346,446521
Alberta,16/01/2022,4135,450656
Alberta,17/01/2022,3518,454174
Alberta,18/01/2022,3771,457945
Alberta,19/01/2022,3633,461578
Alberta,20/01/2022,3685,465263
Alberta,21/01/2022,3873,469136
Alberta,22/01/2022,2616,471752
Alberta,23/01/2022,1686,473438
Alberta,24/01/2022,2843,476281
Alberta,25/01/2022,3343,479624
Alberta,26/01/2022,3233,482857
Alberta,27/01/2022,3081,485938
Alberta,28/01/2022,2946,488884
Alberta,29/01/2022,1825,490709
Alberta,30/01/2022,1736,492445
Alberta,31/01/2022,2015,494460
Alberta,01/02/2022,3038,497498
Alberta,02/02/2022,2474,499972
Alberta,03/02/2022,2089,502061
Alberta,04/02/2022,2023,504084
Alberta,05/02/2022,1374,505458
Alberta,06/02/2022,1121,506579
Alberta,07/02/2022,1539,508118
Alberta,08/02/2022,1799,509917
Alberta,09/02/2022,1467,511384
Alberta,10/02/2022,1403,512787
Alberta,11/02/2022,1106,513893
Alberta,12/02/2022,851,514744
Alberta,13/02/2022,634,515378
Alberta,14/02/2022,858,516236
Alberta,15/02/2022,1048,517284
Alberta,16/02/2022,960,518244
Alberta,17/02/2022,800,519044
Alberta,18/02/2022,739,519783
Alberta,19/02/2022,472,520255
Alberta,20/02/2022,465,520720
Alberta,21/02/2022,454,521174
Alberta,22/02/2022,751,521925
Alberta,23/02/2022,737,522662
Alberta,24/02/2022,657,523319
Alberta,25/02/2022,599,523918
Alberta,26/02/2022,466,524384
Alberta,27/02/2022,377,524761
Alberta,28/02/2022,518,525279
Alberta,01/03/2022,547,525826
Alberta,02/03/2022,638,526464
Alberta,03/03/2022,494,526958
Alberta,04/03/2022,424,527382
Alberta,05/03/2022,397,527779
Alberta,06/03/2022,284,528063
Alberta,07/03/2022,472,528535
Alberta,08/03/2022,539,529074
Alberta,09/03/2022,580,529654
Alberta,10/03/2022,471,530125
Alberta,11/03/2022,503,530628
Alberta,12/03/2022,395,531023
Alberta,13/03/2022,438,531461
Alberta,14/03/2022,476,531937
Alberta,15/03/2022,578,532515
Alberta,16/03/2022,568,533083
Alberta,17/03/2022,605,533688
Alberta,18/03/2022,564,534252
Alberta,19/03/2022,479,534731
Alberta,20/03/2022,343,535074
Alberta,21/03/2022,485,535559
Alberta,22/03/2022,769,536328
Alberta,23/03/2022,740,537068
Alberta,24/03/2022,822,537890
Alberta,25/03/2022,691,538581
Alberta,26/03/2022,529,539110
Alberta,27/03/2022,459,539569
Alberta,28/03/2022,570,540139
Alberta,29/03/2022,873,541012
Alberta,30/03/2022,867,541879
Alberta,31/03/2022,909,542788
Alberta,01/04/2022,858,543646
Alberta,02/04/2022,664,544310
Alberta,03/04/2022,520,544830
Alberta,04/04/2022,823,545653
Alberta,05/04/2022,1031,546684
Alberta,06/04/2022,1010,547694
Alberta,07/04/2022,920,548614
Alberta,08/04/2022,933,549547
Alberta,09/04/2022,822,550369
Alberta,10/04/2022,591,550960
Alberta,11/04/2022,839,551799
Alberta,12/04/2022,1012,552811
Alberta,13/04/2022,1025,553836
Alberta,14/04/2022,1022,554858
Alberta,15/04/2022,846,555704
Alberta,16/04/2022,738,556442
Alberta,17/04/2022,637,557079
